# LAMMPS data file written by OVITO Basic 3.7.12
2688 atoms
14 atom types
-21.897 17.642 xlo xhi
-20.808 18.573 ylo yhi
-22.263 16.858 zlo zhi

Masses

1 1.0
2 1.0
3 1.0
4 1.0
5 1.0
6 1.0
7 1.0
8 15.9994  # O
9 1.0
10 1.0
11 1.0
12 1.0
13 1.0
14 28.0855  # Si

Atoms  # atomic

1 14 1.999 -1.154 3.603
2 14 0.0 2.309 1.802
3 14 2.256 1.302 0.0
4 8 1.762 0.3 4.246
5 8 3.114 -1.081 2.444
6 8 3.634 0.781 0.642
7 8 1.141 1.376 1.159
8 8 0.621 3.237 2.961
9 8 2.493 2.757 4.763
10 8 -6.017 -2.157 -22.263
11 8 -1.762 -4.613 -22.263
12 8 -1.762 0.3 -22.263
13 8 -14.527 -7.07 -16.858
14 8 -10.272 -9.527 -16.858
15 8 -7.889 -11.503 -18.66
16 8 -6.017 -11.984 -16.858
17 8 -1.762 -14.44 -16.858
18 8 -15.258 -4.613 -17.375
19 8 -14.527 -2.157 -16.858
20 14 -10.766 -8.524 -18.017
21 8 -11.003 -7.07 -17.375
22 8 -9.651 -8.451 -19.177
23 8 -12.144 -4.133 -18.66
24 8 -10.272 -4.613 -16.858
25 14 -6.511 -10.981 -18.017
26 14 -8.51 -7.518 -19.819
27 8 -6.748 -9.527 -17.375
28 8 -5.396 -10.908 -19.177
29 8 -7.369 -8.451 -20.461
30 8 -7.889 -6.589 -18.66
31 8 -6.017 -7.07 -16.858
32 14 -2.256 -13.438 -18.017
33 14 -4.255 -9.975 -19.819
34 8 -2.493 -11.984 -17.375
35 8 -3.634 -9.046 -18.66
36 8 -1.762 -9.527 -16.858
37 8 0.621 -11.503 -18.66
38 8 2.493 -11.984 -16.858
39 8 -15.258 0.3 -17.375
40 8 -14.527 2.757 -16.858
41 14 -10.766 -3.611 -18.017
42 8 -11.003 -2.157 -17.375
43 8 -9.651 -3.537 -19.177
44 8 -9.132 -1.676 -20.978
45 8 -12.144 0.781 -18.66
46 8 -10.272 0.3 -16.858
47 14 -6.511 -6.068 -18.017
48 14 -8.51 -2.605 -19.819
49 14 -6.254 -3.611 -21.621
50 8 -6.748 -4.613 -17.375
51 8 -5.396 -5.994 -19.177
52 8 -4.876 -4.133 -20.978
53 8 -7.369 -3.537 -20.461
54 8 -7.889 -1.676 -18.66
55 8 -6.017 -2.157 -16.858
56 14 -2.256 -8.524 -18.017
57 14 -4.255 -5.061 -19.819
58 14 -1.999 -6.068 -21.621
59 8 -2.493 -7.07 -17.375
60 8 -1.141 -8.451 -19.177
61 8 -0.621 -6.589 -20.978
62 8 -3.114 -5.994 -20.461
63 8 -3.634 -4.133 -18.66
64 8 -1.762 -4.613 -16.858
65 14 1.999 -10.981 -18.017
66 14 0.0 -7.518 -19.819
67 8 1.762 -9.527 -17.375
68 8 3.114 -10.908 -19.177
69 8 1.141 -8.451 -20.461
70 8 0.621 -6.589 -18.66
71 8 2.493 -7.07 -16.858
72 8 6.017 -11.984 -17.375
73 8 4.876 -9.046 -18.66
74 8 6.748 -9.527 -16.858
75 14 -10.766 1.302 -18.017
76 8 -11.003 2.757 -17.375
77 8 -9.651 1.376 -19.177
78 8 -10.272 5.213 -16.858
79 14 -6.511 -1.154 -18.017
80 14 -8.51 2.309 -19.819
81 14 -6.254 1.302 -21.621
82 8 -6.748 0.3 -17.375
83 8 -5.396 -1.081 -19.177
84 8 -4.876 0.781 -20.978
85 8 -7.369 1.376 -20.461
86 8 -7.889 3.237 -18.66
87 8 -6.017 2.757 -16.858
88 14 -2.256 -3.611 -18.017
89 14 -4.255 -0.148 -19.819
90 14 -1.999 -1.154 -21.621
91 8 -2.493 -2.157 -17.375
92 8 -1.141 -3.537 -19.177
93 8 -0.621 -1.676 -20.978
94 8 -3.114 -1.081 -20.461
95 8 -3.634 0.781 -18.66
96 8 -1.762 0.3 -16.858
97 14 1.999 -6.068 -18.017
98 14 0.0 -2.605 -19.819
99 14 2.256 -3.611 -21.621
100 8 1.762 -4.613 -17.375
101 8 3.114 -5.994 -19.177
102 8 3.634 -4.133 -20.978
103 8 1.141 -3.537 -20.461
104 8 0.621 -1.676 -18.66
105 8 2.493 -2.157 -16.858
106 14 6.254 -8.524 -18.017
107 14 4.255 -5.061 -19.819
108 8 6.017 -7.07 -17.375
109 8 5.396 -5.994 -20.461
110 8 4.876 -4.133 -18.66
111 8 6.748 -4.613 -16.858
112 14 -10.766 6.216 -18.017
113 8 -11.003 7.67 -17.375
114 8 -9.651 6.289 -19.177
115 8 -10.272 10.127 -16.858
116 14 -6.511 3.759 -18.017
117 8 -6.748 5.213 -17.375
118 8 -5.396 3.833 -19.177
119 8 -4.876 5.694 -20.978
120 8 -7.369 6.289 -20.461
121 8 -7.889 8.151 -18.66
122 8 -6.017 7.67 -16.858
123 14 -2.256 1.302 -18.017
124 14 -4.255 4.765 -19.819
125 14 -1.999 3.759 -21.621
126 8 -2.493 2.757 -17.375
127 8 -1.141 1.376 -19.177
128 8 -0.621 3.237 -20.978
129 8 -3.114 3.833 -20.461
130 8 -3.634 5.694 -18.66
131 8 -1.762 5.213 -16.858
132 14 1.999 -1.154 -18.017
133 14 0.0 2.309 -19.819
134 14 2.256 1.302 -21.621
135 8 1.762 0.3 -17.375
136 8 3.114 -1.081 -19.177
137 8 3.634 0.781 -20.978
138 8 1.141 1.376 -20.461
139 8 0.621 3.237 -18.66
140 8 2.493 2.757 -16.858
141 14 6.254 -3.611 -18.017
142 14 4.255 -0.148 -19.819
143 8 6.017 -2.157 -17.375
144 8 7.369 -3.537 -19.177
145 8 5.396 -1.081 -20.461
146 8 4.876 0.781 -18.66
147 8 6.748 0.3 -16.858
148 8 10.272 -4.613 -17.375
149 8 9.132 -1.676 -18.66
150 8 11.003 -2.157 -16.858
151 14 -6.511 8.672 -18.017
152 8 -6.748 10.127 -17.375
153 8 -5.396 8.746 -19.177
154 14 -2.256 6.216 -18.017
155 8 -2.493 7.67 -17.375
156 8 -1.141 6.289 -19.177
157 8 -3.634 10.608 -18.66
158 8 -1.762 10.127 -16.858
159 14 1.999 3.759 -18.017
160 14 0.0 7.222 -19.819
161 8 1.762 5.213 -17.375
162 8 3.114 3.833 -19.177
163 8 1.141 6.289 -20.461
164 8 0.621 8.151 -18.66
165 8 2.493 7.67 -16.858
166 14 6.254 1.302 -18.017
167 14 4.255 4.765 -19.819
168 8 6.017 2.757 -17.375
169 8 7.369 1.376 -19.177
170 8 5.396 3.833 -20.461
171 8 4.876 5.694 -18.66
172 8 6.748 5.213 -16.858
173 14 10.51 -1.154 -18.017
174 8 10.272 0.3 -17.375
175 8 11.003 2.757 -16.858
176 14 -2.256 11.129 -18.017
177 14 1.999 8.672 -18.017
178 8 1.762 10.127 -17.375
179 8 3.114 8.746 -19.177
180 14 6.254 6.216 -18.017
181 8 6.017 7.67 -17.375
182 8 -14.527 -11.984 -11.453
183 8 -12.144 -13.959 -13.254
184 8 -10.272 -14.44 -11.453
185 8 -7.889 -16.416 -13.254
186 8 -6.017 -16.897 -11.453
187 8 -18.783 -4.613 -11.453
188 14 -15.021 -10.981 -12.612
189 14 -17.021 -7.518 -14.414
190 14 -14.765 -8.524 -16.216
191 8 -15.258 -9.527 -11.97
192 8 -13.906 -10.908 -13.772
193 8 -13.387 -9.046 -15.573
194 8 -15.88 -8.451 -15.056
195 8 -16.399 -6.589 -13.254
196 8 -14.527 -7.07 -11.453
197 14 -10.766 -13.438 -12.612
198 14 -12.765 -9.975 -14.414
199 14 -10.51 -10.981 -16.216
200 8 -11.003 -11.984 -11.97
201 8 -9.651 -13.364 -13.772
202 8 -9.132 -11.503 -15.573
203 8 -11.625 -10.908 -15.056
204 8 -12.144 -9.046 -13.254
205 8 -10.272 -9.527 -11.453
206 14 -6.511 -15.895 -12.612
207 14 -8.51 -12.432 -14.414
208 14 -6.254 -13.438 -16.216
209 8 -6.748 -14.44 -11.97
210 8 -5.396 -15.821 -13.772
211 8 -4.876 -13.959 -15.573
212 8 -7.369 -13.364 -15.056
213 8 -7.889 -11.503 -13.254
214 8 -6.017 -11.984 -11.453
215 14 -2.256 -18.351 -12.612
216 14 -4.255 -14.888 -14.414
217 14 -1.999 -15.895 -16.216
218 8 -2.493 -16.897 -11.97
219 8 -0.621 -16.416 -15.573
220 8 -3.114 -15.821 -15.056
221 8 -3.634 -13.959 -13.254
222 8 -1.762 -14.44 -11.453
223 8 0.621 -16.416 -13.254
224 8 2.493 -16.897 -11.453
225 14 -19.276 -3.611 -12.612
226 8 -19.514 -2.157 -11.97
227 8 -18.161 -3.537 -13.772
228 8 -18.783 0.3 -11.453
229 14 -15.021 -6.068 -12.612
230 14 -17.021 -2.605 -14.414
231 14 -14.765 -3.611 -16.216
232 8 -15.258 -4.613 -11.97
233 8 -13.906 -5.994 -13.772
234 8 -13.387 -4.133 -15.573
235 8 -15.88 -3.537 -15.056
236 8 -16.399 -1.676 -13.254
237 8 -14.527 -2.157 -11.453
238 14 -10.766 -8.524 -12.612
239 14 -12.765 -5.061 -14.414
240 14 -10.51 -6.068 -16.216
241 8 -11.003 -7.07 -11.97
242 8 -9.651 -8.451 -13.772
243 8 -9.132 -6.589 -15.573
244 8 -11.625 -5.994 -15.056
245 8 -12.144 -4.133 -13.254
246 8 -10.272 -4.613 -11.453
247 14 -6.511 -10.981 -12.612
248 14 -8.51 -7.518 -14.414
249 14 -6.254 -8.524 -16.216
250 8 -6.748 -9.527 -11.97
251 8 -5.396 -10.908 -13.772
252 8 -4.876 -9.046 -15.573
253 8 -7.369 -8.451 -15.056
254 8 -7.889 -6.589 -13.254
255 8 -6.017 -7.07 -11.453
256 14 -2.256 -13.438 -12.612
257 14 -4.255 -9.975 -14.414
258 14 -1.999 -10.981 -16.216
259 8 -2.493 -11.984 -11.97
260 8 -1.141 -13.364 -13.772
261 8 -0.621 -11.503 -15.573
262 8 -3.114 -10.908 -15.056
263 8 -3.634 -9.046 -13.254
264 8 -1.762 -9.527 -11.453
265 14 1.999 -15.895 -12.612
266 14 0.0 -12.432 -14.414
267 14 2.256 -13.438 -16.216
268 8 1.762 -14.44 -11.97
269 8 3.114 -15.821 -13.772
270 8 3.634 -13.959 -15.573
271 8 1.141 -13.364 -15.056
272 8 0.621 -11.503 -13.254
273 8 2.493 -11.984 -11.453
274 14 4.255 -14.888 -14.414
275 8 6.017 -16.897 -11.97
276 8 4.876 -13.959 -13.254
277 8 6.748 -14.44 -11.453
278 14 -19.276 1.302 -12.612
279 8 -18.161 1.376 -13.772
280 8 -18.783 5.213 -11.453
281 14 -15.021 -1.154 -12.612
282 14 -17.021 2.309 -14.414
283 14 -14.765 1.302 -16.216
284 8 -15.258 0.3 -11.97
285 8 -13.906 -1.081 -13.772
286 8 -13.387 0.781 -15.573
287 8 -15.88 1.376 -15.056
288 8 -16.399 3.237 -13.254
289 8 -14.527 2.757 -11.453
290 14 -10.766 -3.611 -12.612
291 14 -12.765 -0.148 -14.414
292 14 -10.51 -1.154 -16.216
293 8 -11.003 -2.157 -11.97
294 8 -9.651 -3.537 -13.772
295 8 -9.132 -1.676 -15.573
296 8 -11.625 -1.081 -15.056
297 8 -12.144 0.781 -13.254
298 8 -10.272 0.3 -11.453
299 14 -6.511 -6.068 -12.612
300 14 -8.51 -2.605 -14.414
301 14 -6.254 -3.611 -16.216
302 8 -6.748 -4.613 -11.97
303 8 -5.396 -5.994 -13.772
304 8 -4.876 -4.133 -15.573
305 8 -7.369 -3.537 -15.056
306 8 -7.889 -1.676 -13.254
307 8 -6.017 -2.157 -11.453
308 14 -2.256 -8.524 -12.612
309 14 -4.255 -5.061 -14.414
310 14 -1.999 -6.068 -16.216
311 8 -2.493 -7.07 -11.97
312 8 -1.141 -8.451 -13.772
313 8 -0.621 -6.589 -15.573
314 8 -3.114 -5.994 -15.056
315 8 -3.634 -4.133 -13.254
316 8 -1.762 -4.613 -11.453
317 14 1.999 -10.981 -12.612
318 14 0.0 -7.518 -14.414
319 14 2.256 -8.524 -16.216
320 8 1.762 -9.527 -11.97
321 8 3.114 -10.908 -13.772
322 8 3.634 -9.046 -15.573
323 8 1.141 -8.451 -15.056
324 8 0.621 -6.589 -13.254
325 8 2.493 -7.07 -11.453
326 14 6.254 -13.438 -12.612
327 14 4.255 -9.975 -14.414
328 14 6.511 -10.981 -16.216
329 8 6.017 -11.984 -11.97
330 8 7.369 -13.364 -13.772
331 8 7.889 -11.503 -15.573
332 8 5.396 -10.908 -15.056
333 8 4.876 -9.046 -13.254
334 8 6.748 -9.527 -11.453
335 14 8.51 -12.432 -14.414
336 8 9.132 -11.503 -13.254
337 8 11.003 -11.984 -11.453
338 14 -15.021 3.759 -12.612
339 14 -14.765 6.216 -16.216
340 8 -15.258 5.213 -11.97
341 8 -13.906 3.833 -13.772
342 8 -13.387 5.694 -15.573
343 8 -15.88 6.289 -15.056
344 8 -14.527 7.67 -11.453
345 14 -10.766 1.302 -12.612
346 14 -12.765 4.765 -14.414
347 14 -10.51 3.759 -16.216
348 8 -11.003 2.757 -11.97
