# LAMMPS data file written by OVITO Basic 3.7.12
2688 atoms
14 atom types
-21.897 17.642 xlo xhi
-20.808 18.573 ylo yhi
-22.263 16.858 zlo zhi

Masses

1 1.0
2 1.0
3 1.0
4 1.0
5 1.0
6 1.0
7 1.0
8 15.9994  # O
9 1.0
10 1.0
11 1.0
12 1.0
13 1.0
14 28.0855  # Si

Atoms  # atomic

349 8 -9.651 1.376 -13.772
350 8 -9.132 3.237 -15.573
351 8 -11.625 3.833 -15.056
352 8 -12.144 5.694 -13.254
353 8 -10.272 5.213 -11.453
354 14 -6.511 -1.154 -12.612
355 14 -8.51 2.309 -14.414
356 14 -6.254 1.302 -16.216
357 8 -6.748 0.3 -11.97
358 8 -5.396 -1.081 -13.772
359 8 -4.876 0.781 -15.573
360 8 -7.369 1.376 -15.056
361 8 -7.889 3.237 -13.254
362 8 -6.017 2.757 -11.453
363 14 -2.256 -3.611 -12.612
364 14 -4.255 -0.148 -14.414
365 14 -1.999 -1.154 -16.216
366 8 -2.493 -2.157 -11.97
367 8 -1.141 -3.537 -13.772
368 8 -0.621 -1.676 -15.573
369 8 -3.114 -1.081 -15.056
370 8 -3.634 0.781 -13.254
371 8 -1.762 0.3 -11.453
372 14 1.999 -6.068 -12.612
373 14 0.0 -2.605 -14.414
374 14 2.256 -3.611 -16.216
375 8 1.762 -4.613 -11.97
376 8 3.114 -5.994 -13.772
377 8 3.634 -4.133 -15.573
378 8 1.141 -3.537 -15.056
379 8 0.621 -1.676 -13.254
380 8 2.493 -2.157 -11.453
381 14 6.254 -8.524 -12.612
382 14 4.255 -5.061 -14.414
383 14 6.511 -6.068 -16.216
384 8 6.017 -7.07 -11.97
385 8 7.369 -8.451 -13.772
386 8 7.889 -6.589 -15.573
387 8 5.396 -5.994 -15.056
388 8 4.876 -4.133 -13.254
389 8 6.748 -4.613 -11.453
390 14 10.51 -10.981 -12.612
391 14 8.51 -7.518 -14.414
392 8 10.272 -9.527 -11.97
393 8 9.651 -8.451 -15.056
394 8 9.132 -6.589 -13.254
395 8 11.003 -7.07 -11.453
396 14 -15.021 8.672 -12.612
397 8 -15.258 10.127 -11.97
398 8 -13.906 8.746 -13.772
399 14 -10.766 6.216 -12.612
400 14 -12.765 9.679 -14.414
401 14 -10.51 8.672 -16.216
402 8 -11.003 7.67 -11.97
403 8 -9.651 6.289 -13.772
404 8 -9.132 8.151 -15.573
405 8 -11.625 8.746 -15.056
406 8 -12.144 10.608 -13.254
407 8 -10.272 10.127 -11.453
408 14 -6.511 3.759 -12.612
409 14 -8.51 7.222 -14.414
410 14 -6.254 6.216 -16.216
411 8 -6.748 5.213 -11.97
412 8 -5.396 3.833 -13.772
413 8 -4.876 5.694 -15.573
414 8 -7.369 6.289 -15.056
415 8 -7.889 8.151 -13.254
416 8 -6.017 7.67 -11.453
417 14 -2.256 1.302 -12.612
418 14 -4.255 4.765 -14.414
419 14 -1.999 3.759 -16.216
420 8 -2.493 2.757 -11.97
421 8 -1.141 1.376 -13.772
422 8 -0.621 3.237 -15.573
423 8 -3.114 3.833 -15.056
424 8 -3.634 5.694 -13.254
425 8 -1.762 5.213 -11.453
426 14 1.999 -1.154 -12.612
427 14 0.0 2.309 -14.414
428 14 2.256 1.302 -16.216
429 8 1.762 0.3 -11.97
430 8 3.114 -1.081 -13.772
431 8 3.634 0.781 -15.573
432 8 1.141 1.376 -15.056
433 8 0.621 3.237 -13.254
434 8 2.493 2.757 -11.453
435 14 6.254 -3.611 -12.612
436 14 4.255 -0.148 -14.414
437 14 6.511 -1.154 -16.216
438 8 6.017 -2.157 -11.97
439 8 7.369 -3.537 -13.772
440 8 7.889 -1.676 -15.573
441 8 5.396 -1.081 -15.056
442 8 4.876 0.781 -13.254
443 8 6.748 0.3 -11.453
444 14 10.51 -6.068 -12.612
445 14 8.51 -2.605 -14.414
446 14 10.766 -3.611 -16.216
447 8 10.272 -4.613 -11.97
448 8 11.625 -5.994 -13.772
449 8 12.144 -4.133 -15.573
450 8 9.651 -3.537 -15.056
451 8 9.132 -1.676 -13.254
452 8 11.003 -2.157 -11.453
453 14 12.765 -5.061 -14.414
454 8 14.527 -7.07 -11.97
455 8 13.387 -4.133 -13.254
456 8 15.258 -4.613 -11.453
457 14 -10.766 11.129 -12.612
458 8 -11.003 12.583 -11.97
459 8 -9.651 11.203 -13.772
460 14 -6.511 8.672 -12.612
461 14 -8.51 12.135 -14.414
462 14 -6.254 11.129 -16.216
463 8 -6.748 10.127 -11.97
464 8 -5.396 8.746 -13.772
465 8 -4.876 10.608 -15.573
466 8 -7.369 11.203 -15.056
467 8 -7.889 13.064 -13.254
468 8 -6.017 12.583 -11.453
469 14 -2.256 6.216 -12.612
470 14 -4.255 9.679 -14.414
471 14 -1.999 8.672 -16.216
472 8 -2.493 7.67 -11.97
473 8 -1.141 6.289 -13.772
474 8 -0.621 8.151 -15.573
475 8 -3.114 8.746 -15.056
476 8 -3.634 10.608 -13.254
477 8 -1.762 10.127 -11.453
478 14 1.999 3.759 -12.612
479 14 0.0 7.222 -14.414
480 14 2.256 6.216 -16.216
481 8 1.762 5.213 -11.97
482 8 3.114 3.833 -13.772
483 8 3.634 5.694 -15.573
484 8 1.141 6.289 -15.056
485 8 0.621 8.151 -13.254
486 8 2.493 7.67 -11.453
487 14 6.254 1.302 -12.612
488 14 4.255 4.765 -14.414
489 14 6.511 3.759 -16.216
490 8 6.017 2.757 -11.97
491 8 7.369 1.376 -13.772
492 8 7.889 3.237 -15.573
493 8 5.396 3.833 -15.056
494 8 4.876 5.694 -13.254
495 8 6.748 5.213 -11.453
496 14 10.51 -1.154 -12.612
497 14 8.51 2.309 -14.414
498 14 10.766 1.302 -16.216
499 8 10.272 0.3 -11.97
500 8 11.625 -1.081 -13.772
501 8 12.144 0.781 -15.573
502 8 9.651 1.376 -15.056
503 8 9.132 3.237 -13.254
504 8 11.003 2.757 -11.453
505 14 14.765 -3.611 -12.612
506 14 12.765 -0.148 -14.414
507 8 14.527 -2.157 -11.97
508 8 13.387 0.781 -13.254
509 8 15.258 0.3 -11.453
510 14 -6.511 13.586 -12.612
511 8 -6.748 15.04 -11.97
512 8 -5.396 13.659 -13.772
513 14 -2.256 11.129 -12.612
514 14 -4.255 14.592 -14.414
515 8 -2.493 12.583 -11.97
516 8 -1.141 11.203 -13.772
517 8 -0.621 13.064 -15.573
518 8 -3.114 13.659 -15.056
519 8 -3.634 15.521 -13.254
520 8 -1.762 15.04 -11.453
521 14 1.999 8.672 -12.612
522 14 0.0 12.135 -14.414
523 14 2.256 11.129 -16.216
524 8 1.762 10.127 -11.97
525 8 3.114 8.746 -13.772
526 8 3.634 10.608 -15.573
527 8 1.141 11.203 -15.056
528 8 0.621 13.064 -13.254
529 8 2.493 12.583 -11.453
530 14 6.254 6.216 -12.612
531 14 4.255 9.679 -14.414
532 14 6.511 8.672 -16.216
533 8 6.017 7.67 -11.97
534 8 7.369 6.289 -13.772
535 8 7.889 8.151 -15.573
536 8 5.396 8.746 -15.056
537 8 4.876 10.608 -13.254
538 8 6.748 10.127 -11.453
539 14 10.51 3.759 -12.612
540 14 8.51 7.222 -14.414
541 8 10.272 5.213 -11.97
542 8 11.625 3.833 -13.772
543 8 9.651 6.289 -15.056
544 8 9.132 8.151 -13.254
545 8 11.003 7.67 -11.453
546 14 14.765 1.302 -12.612
547 14 12.765 4.765 -14.414
548 8 14.527 2.757 -11.97
549 8 13.387 5.694 -13.254
550 14 -2.256 16.043 -12.612
551 14 1.999 13.586 -12.612
552 8 1.762 15.04 -11.97
553 8 3.114 13.659 -13.772
554 14 6.254 11.129 -12.612
555 8 6.017 12.583 -11.97
556 8 7.369 11.203 -13.772
557 14 10.51 8.672 -12.612
558 8 10.272 10.127 -11.97
559 8 -18.783 -9.527 -6.048
560 14 -17.021 -12.432 -9.009
561 14 -14.765 -13.438 -10.81
562 8 -15.258 -14.44 -6.565
563 8 -13.906 -15.821 -8.366
564 8 -13.387 -13.959 -10.168
565 8 -15.88 -13.364 -9.651
566 8 -16.399 -11.503 -7.849
567 8 -14.527 -11.984 -6.048
568 14 -10.766 -18.351 -7.207
569 14 -12.765 -14.888 -9.009
570 14 -10.51 -15.895 -10.81
571 8 -11.003 -16.897 -6.565
572 8 -9.651 -18.278 -8.366
573 8 -9.132 -16.416 -10.168
574 8 -11.625 -15.821 -9.651
575 8 -12.144 -13.959 -7.849
576 8 -10.272 -14.44 -6.048
577 14 -8.51 -17.345 -9.009
578 14 -6.254 -18.351 -10.81
579 8 -6.748 -19.354 -6.565
580 8 -4.876 -18.873 -10.168
581 8 -7.369 -18.278 -9.651
582 8 -7.889 -16.416 -7.849
583 8 -6.017 -16.897 -6.048
584 14 -4.255 -19.802 -9.009
585 8 -3.634 -18.873 -7.849
586 8 -1.762 -19.354 -6.048
587 14 -19.276 -8.524 -7.207
588 14 -19.02 -6.068 -10.81
589 8 -19.514 -7.07 -6.565
590 8 -18.161 -8.451 -8.366
591 8 -17.642 -6.589 -10.168
592 8 -20.135 -5.994 -9.651
593 8 -20.654 -4.133 -7.849
594 8 -18.783 -4.613 -6.048
595 14 -15.021 -10.981 -7.207
596 14 -17.021 -7.518 -9.009
597 14 -14.765 -8.524 -10.81
598 8 -15.258 -9.527 -6.565
599 8 -13.906 -10.908 -8.366
600 8 -13.387 -9.046 -10.168
601 8 -15.88 -8.451 -9.651
602 8 -16.399 -6.589 -7.849
603 8 -14.527 -7.07 -6.048
604 14 -10.766 -13.438 -7.207
605 14 -12.765 -9.975 -9.009
606 14 -10.51 -10.981 -10.81
607 8 -11.003 -11.984 -6.565
608 8 -9.651 -13.364 -8.366
609 8 -9.132 -11.503 -10.168
610 8 -11.625 -10.908 -9.651
611 8 -12.144 -9.046 -7.849
612 8 -10.272 -9.527 -6.048
613 14 -6.511 -15.895 -7.207
614 14 -8.51 -12.432 -9.009
615 14 -6.254 -13.438 -10.81
616 8 -6.748 -14.44 -6.565
617 8 -5.396 -15.821 -8.366
618 8 -4.876 -13.959 -10.168
619 8 -7.369 -13.364 -9.651
620 8 -7.889 -11.503 -7.849
621 8 -6.017 -11.984 -6.048
622 14 -2.256 -18.351 -7.207
623 14 -4.255 -14.888 -9.009
624 14 -1.999 -15.895 -10.81
625 8 -2.493 -16.897 -6.565
626 8 -1.141 -18.278 -8.366
627 8 -0.621 -16.416 -10.168
628 8 -3.114 -15.821 -9.651
629 8 -3.634 -13.959 -7.849
630 8 -1.762 -14.44 -6.048
631 14 0.0 -17.345 -9.009
632 14 2.256 -18.351 -10.81
633 8 1.762 -19.354 -6.565
634 8 1.141 -18.278 -9.651
635 8 0.621 -16.416 -7.849
636 8 2.493 -16.897 -6.048
637 8 4.876 -18.873 -7.849
638 14 -19.276 -3.611 -7.207
639 14 -19.02 -1.154 -10.81
640 8 -19.514 -2.157 -6.565
641 8 -18.161 -3.537 -8.366
642 8 -17.642 -1.676 -10.168
643 8 -20.135 -1.081 -9.651
644 8 -20.654 0.781 -7.849
645 8 -18.783 0.3 -6.048
646 14 -15.021 -6.068 -7.207
647 14 -17.021 -2.605 -9.009
648 14 -14.765 -3.611 -10.81
649 8 -15.258 -4.613 -6.565
650 8 -13.906 -5.994 -8.366
651 8 -13.387 -4.133 -10.168
652 8 -15.88 -3.537 -9.651
653 8 -16.399 -1.676 -7.849
654 8 -14.527 -2.157 -6.048
655 14 -10.766 -8.524 -7.207
656 14 -12.765 -5.061 -9.009
657 14 -10.51 -6.068 -10.81
658 8 -11.003 -7.07 -6.565
659 8 -9.651 -8.451 -8.366
660 8 -9.132 -6.589 -10.168
661 8 -11.625 -5.994 -9.651
662 8 -12.144 -4.133 -7.849
663 8 -10.272 -4.613 -6.048
664 14 -6.511 -10.981 -7.207
665 14 -8.51 -7.518 -9.009
666 14 -6.254 -8.524 -10.81
667 8 -6.748 -9.527 -6.565
668 8 -5.396 -10.908 -8.366
669 8 -4.876 -9.046 -10.168
670 8 -7.369 -8.451 -9.651
671 8 -7.889 -6.589 -7.849
672 8 -6.017 -7.07 -6.048
673 14 -2.256 -13.438 -7.207
674 14 -4.255 -9.975 -9.009
675 14 -1.999 -10.981 -10.81
676 8 -2.493 -11.984 -6.565
677 8 -1.141 -13.364 -8.366
678 8 -0.621 -11.503 -10.168
679 8 -3.114 -10.908 -9.651
680 8 -3.634 -9.046 -7.849
681 8 -1.762 -9.527 -6.048
682 14 1.999 -15.895 -7.207
683 14 0.0 -12.432 -9.009
684 14 2.256 -13.438 -10.81
685 8 1.762 -14.44 -6.565
686 8 3.114 -15.821 -8.366
687 8 3.634 -13.959 -10.168
688 8 1.141 -13.364 -9.651
689 8 0.621 -11.503 -7.849
690 8 2.493 -11.984 -6.048
691 14 6.254 -18.351 -7.207
692 14 4.255 -14.888 -9.009
693 14 6.511 -15.895 -10.81
694 8 6.017 -16.897 -6.565
695 8 7.889 -16.416 -10.168
696 8 5.396 -15.821 -9.651
697 8 4.876 -13.959 -7.849
698 8 6.748 -14.44 -6.048
699 8 9.132 -16.416 -7.849
700 14 -19.276 1.302 -7.207
701 14 -19.02 3.759 -10.81
702 8 -19.514 2.757 -6.565
703 8 -18.161 1.376 -8.366
704 8 -17.642 3.237 -10.168
705 8 -20.135 3.833 -9.651
706 8 -18.783 5.213 -6.048
707 14 -15.021 -1.154 -7.207
708 14 -17.021 2.309 -9.009
709 14 -14.765 1.302 -10.81
710 8 -15.258 0.3 -6.565
711 8 -13.906 -1.081 -8.366
712 8 -13.387 0.781 -10.168
713 8 -15.88 1.376 -9.651
714 8 -16.399 3.237 -7.849
715 8 -14.527 2.757 -6.048
716 14 -10.766 -3.611 -7.207
717 14 -12.765 -0.148 -9.009
718 14 -10.51 -1.154 -10.81
719 8 -11.003 -2.157 -6.565
720 8 -9.651 -3.537 -8.366
721 8 -9.132 -1.676 -10.168
722 8 -11.625 -1.081 -9.651
723 8 -12.144 0.781 -7.849
724 8 -10.272 0.3 -6.048
725 14 -6.511 -6.068 -7.207
726 14 -8.51 -2.605 -9.009
727 14 -6.254 -3.611 -10.81
728 8 -6.748 -4.613 -6.565
729 8 -5.396 -5.994 -8.366
730 8 -4.876 -4.133 -10.168
731 8 -7.369 -3.537 -9.651
732 8 -7.889 -1.676 -7.849
733 8 -6.017 -2.157 -6.048
734 14 -2.256 -8.524 -7.207
735 14 -4.255 -5.061 -9.009
736 14 -1.999 -6.068 -10.81
737 8 -2.493 -7.07 -6.565
738 8 -1.141 -8.451 -8.366
739 8 -0.621 -6.589 -10.168
740 8 -3.114 -5.994 -9.651
741 8 -3.634 -4.133 -7.849
742 8 -1.762 -4.613 -6.048
743 14 1.999 -10.981 -7.207
744 14 0.0 -7.518 -9.009
745 14 2.256 -8.524 -10.81
